Minimum level:3
Runtime (sec):13.2957216000
Support network with minimum level
0 65
0 1
65 35
65 69
1 31
1 17
25 51
25 5
51 26
5 59
5 61
55 57
57 27
68 56
56 36
37 8
8 55
27 38
38 16
45 40
40 72
50 46
46 12
35 2
2 67
67 68
67 3
53 58
58 54
42 22
22 24
39 71
39 45
71 44
72 28
28 63
34 28
24 50
49 14
36 20
20 49
9 52
52 13
26 43
23 66
66 37
69 70
70 34
33 39
63 7
41 64
64 9
48 42
31 53
31 32
32 36
19 11
44 24
54 10
59 60
59 29
61 23
16 41
29 30
30 19
17 21
21 48
21 47
43 62
62 33
60 16
18 15
15 4
4 6
4 25
47 18
