Minimum level:4
Runtime (sec):13.1485723000
Support network with minimum level
11 14
35 16
16 64
53 36
53 59
36 28
59 60
19 2
19 20
2 3
2 4
20 56
15 35
27 12
27 53
52 46
46 18
44 46
31 33
33 34
33 67
37 30
30 38
38 15
34 32
32 26
67 68
68 47
54 68
17 23
17 51
23 69
51 39
51 62
18 10
1 43
43 37
25 11
42 54
60 7
5 42
41 21
21 49
40 61
61 29
56 50
55 44
28 45
45 9
29 31
39 24
39 40
24 41
69 55
69 70
26 27
62 66
48 1
58 22
22 26
49 19
49 65
50 28
65 50
66 52
70 52
4 6
4 5
6 25
6 63
63 58
64 13
57 48
47 8
0 57
0 17
