Minimum level:2
Runtime (sec):16.8169614000
Support network with minimum level
40 56
56 12
61 62
62 7
21 74
74 52
73 8
25 65
65 66
65 4
15 26
15 17
26 16
17 78
78 39
39 2
18 76
76 24
77 76
67 68
68 71
58 18
31 45
45 22
66 32
22 44
33 46
46 57
63 9
59 64
64 34
48 60
60 38
38 28
28 31
23 24
24 54
35 63
35 75
75 77
44 58
43 36
36 34
34 6
52 33
51 42
42 40
2 16
53 15
54 13
50 30
30 20
29 70
70 11
69 29
55 1
55 61
1 3
12 67
12 19
19 50
19 37
71 23
20 72
72 47
3 59
3 5
10 69
5 10
5 41
41 51
41 49
16 27
27 21
32 73
47 25
37 48
37 14
57 43
49 35
0 53
0 55
