Minimum level:6
Runtime (sec):6.1028168000
Support network with minimum level
23 39
39 40
40 29
66 20
20 36
26 28
28 24
27 28
63 64
64 71
73 62
62 11
81 82
82 88
57 58
58 46
77 56
56 3
24 78
78 68
34 24
32 22
22 12
8 73
47 45
47 48
45 91
48 33
59 60
60 30
53 90
90 55
89 50
50 10
1 35
35 17
88 74
74 4
21 32
31 2
2 61
2 93
41 49
41 42
49 89
42 15
10 14
30 18
17 72
72 9
71 13
44 34
67 34
68 6
46 69
79 83
83 84
76 52
52 26
51 44
29 80
80 65
84 31
91 87
91 92
87 79
92 25
93 94
94 51
43 66
65 53
33 67
33 38
38 70
37 41
70 43
86 70
36 77
61 63
61 16
16 21
15 27
25 75
25 23
75 37
75 76
55 57
55 85
85 54
54 18
18 26
19 81
19 59
69 1
69 86
3 5
5 8
5 7
0 47
0 19
