Minimum level:2
Runtime (sec):0.0139412000
Support network with minimum level
25 45
25 29
45 23
29 64
33 67
67 68
46 16
16 32
27 59
27 28
59 20
28 18
53 54
54 71
68 25
17 5
5 69
5 19
49 11
49 50
50 24
35 36
36 47
10 12
23 53
61 62
62 66
55 56
56 6
24 52
52 13
47 27
47 48
72 22
22 31
30 22
48 30
64 58
63 57
57 4
9 33
9 35
58 34
34 41
71 72
39 40
40 30
21 63
18 38
38 3
37 70
70 65
69 15
15 42
19 8
20 39
44 60
60 49
4 9
41 26
26 10
42 37
66 46
51 61
51 55
43 1
1 17
1 51
31 44
32 14
2 21
0 43
0 2
65 7
