Minimum level:5
Runtime (sec):1.4198284000
Support network with minimum level
49 79
79 80
57 58
58 36
89 90
90 17
47 48
48 1
80 38
21 50
50 11
72 22
22 8
36 6
63 64
64 51
85 64
65 86
86 61
38 66
66 41
27 7
27 28
7 40
28 14
3 23
23 39
31 87
87 96
75 54
54 92
26 76
76 20
92 35
91 56
56 81
6 56
39 45
45 46
77 78
78 13
52 26
59 47
59 74
74 60
73 15
15 89
15 53
35 63
35 30
30 21
29 52
67 68
68 42
41 9
81 82
81 65
37 73
37 59
94 24
24 60
18 24
55 5
55 91
5 27
33 31
33 34
34 32
2 3
61 69
32 57
96 88
95 12
71 93
93 94
83 84
84 62
62 44
51 67
51 95
60 72
44 18
46 44
42 19
19 10
53 75
53 16
16 85
40 33
0 2
0 37
43 71
43 49
88 83
20 18
25 29
82 25
69 70
70 4
17 77
1 43
1 55
