Minimum level:2
Runtime (sec):0.06234130007214844
Support network with minimum level
48 19
19 9
74 76
76 1
75 57
57 23
57 67
0 21
21 27
21 75
67 58
58 24
61 68
68 62
24 22
22 31
43 77
43 44
77 36
44 39
25 26
26 5
4 6
6 29
46 55
55 56
36 50
50 15
49 81
81 33
7 10
7 48
47 43
33 63
33 34
29 82
82 11
56 37
20 16
16 8
37 69
1 25
38 78
78 28
35 4
41 2
41 42
2 17
42 35
17 51
17 3
39 13
39 70
70 60
69 30
30 12
60 54
59 65
65 66
23 59
32 53
53 73
27 61
27 32
31 41
63 64
34 47
3 79
79 80
15 45
45 72
80 7
62 18
18 46
73 74
54 40
52 71
71 14
64 38
28 20
66 52
51 49
72 46
40 38
