Minimum level:4
Runtime (sec):0.0573508000
Support network with minimum level
0 15
0 43
15 16
43 55
60 54
54 7
53 40
40 3
75 76
76 38
37 85
85 86
27 1
27 28
28 2
29 71
71 35
67 29
86 68
68 90
23 79
23 20
79 58
20 22
8 37
21 49
49 18
22 10
61 6
6 13
6 25
39 62
62 44
51 52
52 53
87 88
88 32
48 24
24 12
41 9
41 78
78 64
77 75
33 5
5 8
5 21
57 34
34 23
58 42
69 80
80 83
56 46
46 41
50 14
70 82
82 32
81 74
74 26
25 69
26 77
2 72
72 47
35 45
59 11
31 60
83 70
66 84
84 89
45 36
17 30
30 50
18 39
73 81
73 56
36 65
16 67
55 63
63 73
64 42
10 51
10 59
32 48
65 27
65 66
47 4
4 33
4 19
42 87
89 48
90 17
38 31
44 38
19 57
19 61
