Minimum level:2
Runtime (sec):3.5290346000
Support network with minimum level
2 37
2 29
37 38
37 3
29 15
39 47
39 32
47 48
32 11
63 68
68 64
67 50
50 16
21 33
33 22
54 60
60 31
59 60
48 20
64 40
40 35
34 56
56 46
55 4
4 45
4 17
28 54
53 67
12 14
23 24
23 44
24 36
44 18
49 53
19 59
69 28
35 70
70 71
77 78
77 75
78 36
75 2
30 7
7 65
62 73
73 69
27 55
61 62
17 58
58 8
18 57
36 74
66 26
26 23
25 27
57 76
57 19
76 61
45 41
42 16
16 64
1 21
22 66
31 34
38 6
46 39
65 10
20 9
41 43
41 42
43 49
43 30
15 25
6 63
6 12
71 5
51 72
51 1
72 52
0 77
0 51
74 52
52 13
