Minimum level:3
Runtime (sec):0.0564286000
Support network with minimum level
55 65
65 58
26 20
20 16
18 5
5 8
36 28
28 14
9 46
46 66
63 64
64 62
27 47
47 25
19 23
19 29
23 59
23 24
29 15
29 51
50 36
35 36
41 42
42 9
66 32
32 72
53 4
53 54
4 21
54 48
25 26
33 6
37 38
38 34
30 22
22 35
70 30
51 56
56 52
58 56
17 31
17 53
31 41
31 67
16 18
15 16
34 11
48 61
21 37
21 27
61 33
62 43
72 40
40 13
39 17
57 60
60 18
59 49
49 55
3 12
3 45
45 19
43 50
43 44
44 7
8 10
68 1
69 63
69 71
71 70
24 68
0 2
2 39
2 3
67 57
52 69
