Minimum level:6
Runtime (sec):0.0432518000
Support network with minimum level
39 77
77 85
45 40
40 82
25 46
46 18
57 36
36 70
50 58
58 38
18 74
74 72
73 61
61 84
31 55
55 52
35 32
32 20
64 48
48 57
1 19
1 29
19 5
19 83
29 16
2 3
2 71
3 8
71 54
9 59
9 13
59 49
59 60
30 6
83 35
84 25
22 62
62 30
47 75
75 44
66 64
49 23
49 50
23 79
8 51
51 9
24 45
70 26
69 70
20 22
37 67
37 47
67 4
81 2
82 37
60 53
79 65
21 69
21 27
27 81
27 34
54 31
34 41
41 42
52 39
78 56
56 43
43 1
44 88
68 76
76 17
85 86
86 33
65 24
80 66
53 14
15 78
16 26
42 30
26 28
28 20
87 18
88 38
72 10
33 63
33 7
63 80
38 73
0 21
0 68
17 15
17 87
10 12
10 11
