Minimum level:9
Runtime (sec):1.4449559000
Support network with minimum level
9 51
9 14
51 15
15 21
91 52
52 75
27 92
92 6
76 32
32 28
0 47
0 19
47 89
19 1
44 56
56 13
55 97
97 98
37 3
3 17
3 71
73 74
74 38
20 34
34 44
80 64
64 54
95 64
40 96
96 68
89 67
93 48
48 22
24 94
94 16
28 5
98 76
75 27
70 72
72 43
77 72
58 78
78 84
10 83
10 57
83 85
57 11
41 2
41 59
2 65
59 60
81 45
81 82
45 91
45 46
82 31
29 90
90 38
67 53
67 88
6 79
6 33
79 8
79 86
33 69
33 73
65 23
23 37
23 29
35 66
66 30
54 36
49 44
38 50
50 35
39 10
39 62
62 40
61 55
46 26
25 63
63 61
53 41
53 95
88 68
87 81
22 25
17 18
18 26
1 9
36 4
84 70
85 12
71 87
71 77
26 39
86 80
31 24
21 93
21 20
68 58
69 40
30 42
43 49
16 60
60 7
42 16
