Minimum level:5
Runtime (sec):26.6416723000
Support network with minimum level
10 14
19 16
16 51
22 20
20 18
68 34
34 28
27 53
53 25
47 57
57 58
32 48
48 22
29 1
1 71
1 6
37 30
30 60
3 38
3 31
38 17
31 47
55 39
39 40
43 56
43 19
56 44
40 72
58 24
67 68
33 32
45 46
46 42
61 62
62 45
18 28
28 65
36 26
26 3
23 35
35 63
71 42
6 10
42 49
49 50
49 59
51 52
51 13
52 37
25 36
25 21
63 64
64 54
54 44
21 15
21 55
72 8
17 69
69 70
50 18
59 5
2 33
2 23
60 9
0 27
0 73
73 74
73 67
70 4
24 29
44 24
41 61
65 66
66 7
74 41
8 11
8 12
15 2
15 43
