Minimum level:1
Runtime (sec):7.5810244000
Support network with minimum level
3 47
3 23
47 43
23 15
35 65
35 31
65 39
31 2
39 61
61 72
4 40
40 38
51 52
51 3
52 32
20 16
16 60
67 68
68 21
19 42
42 34
41 73
73 49
62 54
54 63
55 56
56 26
30 56
43 8
34 44
44 74
26 11
33 1
33 58
58 34
57 70
70 38
69 17
17 10
46 30
45 46
29 12
15 18
32 24
24 19
60 33
59 25
25 35
25 53
7 9
7 41
10 14
49 50
49 69
50 64
2 4
64 13
63 51
21 48
0 67
0 71
71 59
28 45
48 27
27 22
53 66
53 28
66 55
22 37
18 20
6 36
36 29
72 62
74 6
38 5
37 57
37 7
