Minimum level:1
Runtime (sec):101.6398395000
Support network with minimum level
67 15
15 66
29 68
68 70
39 40
40 35
35 36
36 24
71 30
30 62
8 72
8 37
72 12
37 16
70 47
47 77
33 49
49 50
76 34
34 22
44 59
59 60
59 69
38 45
45 63
62 28
28 9
50 43
51 79
79 52
41 7
23 42
23 39
42 8
16 11
31 33
1 32
1 25
32 61
25 38
25 13
56 18
18 74
2 3
3 73
3 6
77 78
24 48
48 64
78 21
43 44
27 31
53 5
5 17
5 71
61 54
54 26
17 10
22 24
64 58
58 56
57 51
55 80
80 20
52 2
19 55
21 1
75 76
75 23
65 67
66 75
81 82
82 20
60 41
69 29
74 46
73 53
63 26
26 14
6 65
6 81
20 27
46 4
0 19
0 57
