Minimum level:1
Runtime (sec):0.4343799000
Support network with minimum level
35 71
35 72
71 36
72 25
36 20
19 65
65 17
65 66
59 61
61 11
31 60
60 30
63 64
63 12
64 68
3 21
21 62
21 6
39 24
24 51
49 46
46 40
42 50
50 34
48 34
34 26
26 4
4 38
1 19
1 56
56 9
55 27
27 3
53 69
53 54
69 49
54 47
23 45
45 53
45 70
28 22
22 57
30 22
47 1
16 48
17 29
29 35
2 18
18 55
37 16
38 7
40 8
68 32
32 37
15 13
0 2
0 23
6 14
6 28
9 59
9 63
70 39
67 58
58 43
57 15
62 31
66 20
41 67
44 5
20 33
33 44
51 41
25 52
52 10
43 42
