Minimum level:1
Runtime (sec):48.4019528000
Support network with minimum level
3 21
21 62
21 6
39 24
24 51
49 46
46 40
42 50
50 34
27 3
6 28
6 14
28 22
17 29
29 35
2 18
18 55
37 16
16 48
4 38
38 7
40 8
51 41
41 67
25 52
52 10
34 26
26 4
48 34
64 68
68 32
67 58
58 43
57 15
15 13
61 11
62 31
44 5
56 9
9 59
9 63
47 1
1 56
1 19
22 57
69 49
45 70
45 53
70 39
53 69
63 12
63 64
31 60
60 30
59 61
65 66
65 17
66 20
35 71
71 72
72 25
19 36
19 65
36 20
30 22
20 33
55 27
0 2
0 23
23 54
23 45
33 44
43 42
32 37
54 47
