Minimum level:5
Runtime (sec):13.7175792000
Support network with minimum level
78 12
73 77
77 3
93 94
94 74
76 36
36 88
30 43
43 99
17 39
17 60
39 40
60 47
59 89
89 75
79 59
54 80
80 84
57 15
57 95
15 10
15 69
95 58
74 83
83 84
3 67
3 61
67 23
61 90
96 24
24 37
23 62
62 41
90 35
75 34
56 38
38 18
92 38
35 93
35 54
53 66
66 46
65 2
2 25
2 87
55 63
55 56
63 17
37 76
34 44
6 78
18 26
26 13
25 96
58 85
21 6
20 86
86 46
85 86
48 22
22 7
47 97
97 98
40 49
49 50
50 11
98 32
32 18
81 82
81 9
82 64
44 55
99 100
27 4
27 45
4 68
45 53
0 1
0 30
1 27
1 51
29 57
84 81
46 28
28 8
16 65
88 20
87 48
33 70
70 79
69 64
64 16
91 92
7 52
52 19
51 71
71 73
71 72
41 29
41 42
19 14
42 100
100 5
31 91
31 33
68 21
72 31
