Minimum level:3
Runtime (sec):25.6270624000
Support network with minimum level
28 18
18 38
67 68
68 44
3 30
30 51
41 42
42 20
9 15
15 65
15 27
51 55
37 45
45 22
38 16
2 57
2 71
57 58
57 40
71 61
54 56
56 10
55 52
52 50
44 52
49 21
21 47
21 2
65 66
66 74
27 28
58 17
40 35
39 60
60 12
59 37
25 1
1 72
23 26
26 32
35 36
35 23
36 24
34 11
24 43
32 3
70 32
74 64
64 50
69 70
31 34
73 34
16 5
63 69
22 6
6 39
6 31
20 13
19 62
62 67
61 4
4 8
4 7
47 59
47 48
48 73
33 63
29 25
29 41
17 14
17 46
46 19
72 33
50 54
43 53
53 9
0 49
0 29
