Minimum level:2
Runtime (sec):99.1619995000
Support network with minimum level
21 45
45 47
45 75
75 76
76 20
2 46
2 17
46 32
17 37
17 44
60 70
70 74
69 48
48 7
3 23
23 50
1 59
59 60
73 62
62 10
74 64
25 77
77 78
33 34
34 18
37 38
38 66
18 9
51 39
39 61
47 52
52 22
67 68
68 69
32 54
54 3
29 31
31 1
31 49
10 30
10 15
30 28
15 27
27 43
43 28
57 36
36 33
53 58
53 21
58 67
16 78
78 40
41 26
26 13
19 42
42 12
20 2
22 29
0 51
44 56
56 4
55 71
71 50
66 72
65 32
64 24
24 11
50 8
72 25
4 6
4 16
63 19
61 35
61 73
35 53
35 57
49 55
49 65
8 14
8 41
40 5
28 63
