Minimum level:1
Runtime (sec):4.9501614000
Support network with minimum level
1 39
39 15
72 66
66 48
62 56
56 68
55 32
32 26
43 76
76 67
75 53
53 63
27 8
26 28
28 38
38 24
37 33
33 50
68 30
67 57
57 69
49 45
45 46
45 3
50 6
46 75
3 41
48 62
71 72
65 7
35 14
60 36
36 9
41 54
15 16
15 11
16 52
4 5
4 31
5 65
31 18
31 55
47 49
52 22
51 40
40 12
30 44
44 51
69 70
70 59
54 64
63 73
73 74
74 27
64 43
21 35
22 58
58 60
42 34
34 1
29 30
59 42
25 61
61 20
61 71
12 21
20 13
17 2
2 47
2 4
18 23
24 10
23 19
19 25
19 37
0 29
0 17
