Minimum level:5
Runtime (sec):0.23958549997769296
Support network with minimum level
69 81
81 4
57 70
70 30
73 58
58 42
24 74
74 16
45 5
5 14
15 46
46 38
63 64
64 16
55 26
26 71
18 56
56 37
38 30
79 80
80 68
67 61
61 2
61 62
20 63
44 72
72 28
76 72
59 31
59 60
31 12
60 36
1 44
43 19
19 25
19 59
22 50
50 7
49 73
37 79
37 20
0 67
0 82
82 23
4 45
25 55
35 65
65 66
66 40
33 34
34 29
77 78
78 10
40 36
29 57
29 52
52 21
51 43
27 11
28 15
2 69
2 49
62 6
68 1
6 8
21 13
36 32
32 33
39 75
39 41
75 76
41 77
23 39
23 24
54 22
71 22
30 9
42 47
47 53
47 3
53 48
8 17
8 51
17 27
17 18
16 35
48 54
