Minimum level:3
Runtime (sec):0.0363286000
Support network with minimum level
21 33
33 34
71 28
28 66
43 72
72 48
35 44
44 30
62 36
36 19
51 59
51 17
59 52
17 43
17 63
63 57
15 47
15 16
47 31
16 34
4 6
70 56
56 45
55 56
46 50
50 22
49 55
40 26
26 18
68 20
20 14
53 54
54 32
31 35
45 64
58 10
10 65
22 9
64 46
57 58
42 38
38 13
37 8
27 25
27 71
25 67
39 5
39 40
2 27
61 41
61 62
41 37
41 42
67 49
3 69
3 29
69 70
29 7
60 68
48 21
34 39
32 46
18 61
19 24
24 60
23 53
65 15
30 23
7 12
1 3
1 51
52 11
0 1
0 2
66 4
