Minimum level:5
Runtime (sec):0.3429299000
Support network with minimum level
36 81
81 69
56 34
34 47
33 80
80 30
79 45
45 46
70 88
88 4
87 84
84 10
83 62
62 40
39 19
19 8
29 31
29 20
31 37
31 32
20 41
61 83
5 15
15 79
47 48
48 66
49 50
50 43
67 24
24 16
32 68
68 64
59 49
59 60
60 65
35 36
1 58
58 44
57 14
28 74
74 9
75 74
65 76
76 26
66 86
52 30
30 39
69 21
86 82
82 12
23 87
71 72
72 27
77 78
78 73
64 22
22 61
54 18
18 11
41 42
42 26
46 51
6 63
63 52
51 7
26 16
4 57
4 56
73 75
37 33
8 23
16 70
43 53
27 59
27 28
40 38
38 13
85 38
55 2
55 71
2 5
2 6
17 55
17 25
25 35
25 29
53 85
53 54
21 67
21 77
0 1
0 17
44 3
