Minimum level:3
Runtime (sec):0.0561741000
Support network with minimum level
62 32
32 52
35 88
88 36
87 64
64 26
63 67
67 30
74 82
82 60
81 66
66 18
49 50
50 46
45 17
17 15
17 20
39 4
4 68
59 40
40 38
60 28
26 12
25 37
37 77
46 48
85 86
86 6
77 78
78 70
69 62
31 61
61 69
61 8
18 13
10 23
23 24
24 76
76 87
75 56
56 42
3 33
33 45
33 34
21 43
21 59
43 29
42 79
41 39
65 81
48 22
22 9
2 41
2 21
27 83
27 72
83 14
72 84
71 27
38 3
84 28
55 51
55 75
51 52
28 16
52 7
7 10
7 65
73 63
58 74
47 31
15 58
20 49
19 2
29 53
53 55
53 54
54 44
44 85
30 35
68 16
36 70
16 80
80 11
79 47
34 57
57 73
1 25
1 5
0 1
0 19
70 71
