Minimum level:2
Runtime (sec):1.7197187000
Support network with minimum level
50 12
52 56
56 31
55 52
37 49
49 38
26 64
64 20
63 16
16 35
46 16
3 6
3 18
18 69
17 28
28 26
27 43
43 44
22 1
1 4
1 41
35 10
9 36
9 30
36 17
30 50
29 32
32 14
47 48
48 24
44 20
23 37
61 3
31 62
62 42
24 45
15 27
57 58
57 59
58 39
59 60
4 67
4 7
41 61
34 25
25 53
7 15
7 40
40 13
39 63
67 68
70 66
66 11
20 66
51 21
51 55
21 23
21 22
60 54
54 8
68 2
53 60
19 33
19 51
33 65
0 19
0 34
65 57
69 5
69 70
45 29
38 9
8 46
42 47
