Minimum level:3
Runtime (sec):47.6585992000
Support network with minimum level
21 79
79 16
73 22
22 68
69 74
74 8
41 70
70 42
80 40
40 67
37 77
37 60
77 38
60 17
59 47
47 82
46 34
34 26
25 34
71 36
36 18
66 72
72 46
35 2
2 4
2 51
61 62
61 31
62 71
31 38
56 48
48 52
1 28
28 6
65 66
45 65
33 32
32 1
38 30
53 78
78 54
16 44
75 80
44 76
76 59
81 19
19 53
82 20
49 50
49 21
50 56
64 54
54 14
67 81
68 69
58 18
18 13
27 33
27 45
39 75
39 7
7 12
7 11
15 49
42 25
26 64
63 35
3 10
3 37
51 43
43 3
52 5
12 15
23 24
23 39
24 41
29 63
30 27
6 73
6 57
55 23
20 26
17 9
17 58
57 55
0 61
0 29
