Minimum level:4
Runtime (sec):158.5131521000
Support network with minimum level
54 22
22 32
11 76
76 13
75 76
37 38
37 43
38 48
43 65
18 16
16 3
62 16
67 11
59 68
59 12
68 60
44 53
53 20
71 2
2 5
2 25
29 72
72 30
20 40
33 54
4 34
4 19
34 10
19 29
28 17
17 80
17 75
26 18
42 18
73 67
1 74
1 21
74 44
21 4
48 42
47 30
30 37
41 57
41 52
57 58
52 61
51 66
66 44
65 51
49 23
23 24
3 50
50 8
63 64
63 14
64 60
36 33
79 49
80 63
35 36
35 78
78 56
77 26
24 69
60 7
32 28
27 1
69 31
31 70
31 45
70 35
45 9
45 46
56 32
55 6
39 71
40 62
9 59
9 41
46 58
15 79
15 47
61 73
58 55
25 77
25 15
0 27
0 39
