Minimum level:1
Runtime (sec):154.4367818000
Support network with minimum level
27 10
45 46
45 6
46 62
6 25
31 77
77 78
59 44
44 54
17 60
17 9
60 35
0 2
0 1
2 65
1 49
1 43
55 39
39 24
39 47
23 56
23 55
56 71
3 51
51 32
57 18
57 58
18 27
58 20
8 38
38 61
37 3
25 29
67 68
68 22
43 64
43 23
64 59
54 5
53 50
50 21
75 80
80 78
79 42
42 63
65 66
65 19
49 31
52 79
48 52
32 17
78 76
15 73
73 33
24 75
47 48
40 36
36 28
35 57
63 67
21 16
16 4
22 26
76 53
30 37
62 40
41 8
71 15
74 72
72 70
26 7
29 41
19 30
66 20
5 12
70 11
33 69
33 45
69 74
28 34
34 14
20 13
61 62
