Minimum level:2
Runtime (sec):0.0327810000
Support network with minimum level
45 17
45 46
17 4
17 25
46 34
27 28
28 10
7 40
40 22
39 72
72 21
71 36
36 48
37 50
50 38
49 16
16 32
4 47
47 35
25 57
22 66
21 65
65 12
30 3
3 11
3 39
63 7
31 64
64 53
57 58
58 51
20 18
18 55
54 56
56 30
55 23
23 38
38 69
61 24
24 70
59 62
62 60
53 54
32 26
70 60
69 59
33 41
41 42
26 19
15 29
15 71
29 73
0 1
0 31
1 15
1 45
74 33
44 27
73 74
43 20
60 44
66 52
12 13
12 68
35 37
35 6
48 49
34 8
42 63
2 61
52 9
51 2
19 67
19 5
67 43
68 14
