Minimum level:2
Runtime (sec):51.4474761000
Support network with minimum level
39 21
21 18
75 76
76 40
56 42
42 38
1 6
6 35
6 73
59 60
60 5
45 46
45 57
46 40
57 58
66 28
28 39
26 28
19 49
49 50
49 14
37 36
36 20
71 56
25 72
72 30
58 12
67 16
16 3
17 68
17 11
68 77
40 7
38 24
24 70
23 55
55 71
55 43
47 10
41 48
48 65
50 74
73 19
74 27
33 45
51 34
34 53
22 52
52 13
0 23
0 61
61 62
61 1
32 22
18 51
27 69
69 66
3 9
3 47
43 44
78 54
54 8
4 38
30 26
29 33
15 2
15 29
2 41
64 32
35 37
31 63
63 64
63 4
65 75
70 59
53 31
9 25
20 15
44 17
62 67
77 78
