Minimum level:1
Runtime (sec):0.2572783000
Support network with minimum level
17 57
17 25
57 53
25 33
74 49
49 50
49 39
67 51
67 68
51 5
68 13
3 15
15 14
65 63
63 64
38 66
66 36
34 60
60 7
59 11
37 61
61 69
44 38
46 37
42 20
20 28
50 20
73 17
73 74
31 9
55 32
32 40
33 56
56 59
30 34
5 30
19 52
19 45
52 54
45 10
62 30
53 18
18 24
54 23
2 71
71 65
39 35
29 55
29 62
69 73
36 29
21 64
64 31
70 22
22 48
23 42
58 70
35 47
40 41
41 58
48 67
47 44
43 72
72 21
10 12
10 46
24 16
1 4
1 3
4 19
4 43
0 1
0 2
28 6
16 27
27 26
26 8
