Minimum level:3
Runtime (sec):5.2172691000
Support network with minimum level
5 7
5 17
7 9
7 41
17 50
56 58
58 16
62 58
2 3
2 71
3 24
71 26
31 23
23 15
29 32
32 40
67 68
67 29
68 51
66 34
34 56
33 30
30 11
51 52
52 33
6 46
46 12
45 42
42 72
19 13
36 64
64 18
69 70
70 28
24 21
15 49
15 47
61 57
57 62
73 44
44 16
18 74
74 60
49 59
59 65
50 20
35 36
35 53
53 54
53 4
72 20
26 67
43 73
41 45
63 2
63 69
54 22
55 37
37 6
47 48
48 38
65 61
60 1
20 8
0 27
0 31
27 63
38 28
28 66
21 25
25 39
25 43
22 10
40 35
39 55
1 14
1 19
16 5
