Minimum level:7
Runtime (sec):0.019739999901503325
Support network with minimum level
29 63
29 10
63 30
59 77
77 81
23 60
60 11
70 24
24 3
64 44
44 20
54 44
81 64
7 78
78 32
41 42
42 23
32 67
31 41
31 33
33 49
33 57
67 18
5 39
5 69
39 76
69 71
69 65
35 73
35 56
73 29
73 74
56 36
55 27
27 45
27 1
58 54
53 54
28 50
50 58
72 16
16 21
79 80
80 52
51 22
22 36
19 13
76 40
40 82
1 17
17 70
57 62
62 72
61 12
48 28
74 28
45 66
66 75
65 25
25 26
0 2
0 15
2 5
15 55
15 31
20 14
52 48
47 34
34 43
37 38
38 19
21 51
71 72
18 61
36 68
68 48
82 4
30 79
75 46
46 20
26 6
49 53
49 47
43 8
43 59
8 9
8 35
6 37
6 7
