Minimum level:3
Runtime (sec):108.6739505000
Support network with minimum level
77 59
77 78
59 48
78 55
93 94
94 65
21 96
96 54
95 35
35 47
35 29
68 40
40 13
39 40
88 28
28 66
4 89
4 26
89 61
26 58
25 31
31 87
15 91
15 6
91 93
6 17
6 51
48 44
44 30
29 4
84 46
46 60
81 46
16 82
82 7
80 8
8 25
8 12
62 21
50 15
2 49
2 32
49 69
32 62
87 73
30 70
70 34
69 95
54 19
53 18
18 42
27 52
52 84
51 52
71 16
83 72
72 20
34 39
42 36
41 42
19 38
38 43
20 27
23 97
23 24
97 9
24 98
1 86
86 22
85 100
100 76
99 14
74 64
64 77
63 11
36 92
92 33
0 2
0 1
58 53
60 88
76 60
55 71
79 56
56 36
17 80
17 83
98 50
33 10
45 81
45 67
67 75
47 79
73 45
22 30
57 58
43 3
43 74
7 99
7 68
75 90
75 63
61 23
65 37
37 57
37 41
66 5
90 85
