Minimum level:2
Runtime (sec):49.1969184999
Support network with minimum level
67 53
53 68
53 54
68 5
54 40
73 74
74 52
23 2
2 33
2 41
0 27
0 1
27 58
1 17
4 57
4 71
57 58
71 67
30 59
59 60
59 4
50 28
28 36
58 31
37 38
38 63
55 56
56 16
62 26
26 6
19 51
51 20
21 18
18 12
43 22
22 30
33 44
44 9
3 34
3 45
34 25
45 35
63 64
63 47
20 32
32 13
31 23
52 24
5 70
70 37
69 61
61 21
46 10
24 16
15 62
25 8
60 65
65 55
36 40
35 66
66 7
49 73
47 50
47 48
48 42
41 46
17 39
17 29
39 69
39 49
29 43
64 72
72 3
16 14
42 15
40 42
6 19
6 11
