Minimum level:1
Runtime (sec):26.2355306000
Support network with minimum level
50 14
34 30
30 43
27 76
76 63
75 24
24 22
23 16
16 41
15 27
28 68
68 46
67 57
57 28
4 15
74 40
40 55
35 5
35 54
5 20
54 36
53 18
18 1
77 78
78 13
20 52
21 45
45 75
80 42
42 25
73 74
39 2
2 33
2 4
37 35
37 62
62 38
61 71
71 72
66 59
59 60
51 53
52 29
6 10
47 48
47 37
48 38
63 79
63 73
79 80
38 9
19 21
19 51
43 61
31 67
26 32
32 50
22 3
46 22
41 49
3 17
3 7
17 8
72 64
49 58
49 26
58 56
60 44
1 12
36 77
64 36
0 19
0 69
69 39
65 31
25 66
25 6
56 50
55 47
44 11
33 65
70 34
29 70
29 23
