Minimum level:1
Runtime (sec):16.0755076000
Support network with minimum level
47 2
2 19
2 4
23 48
23 39
48 37
39 12
56 5
67 59
59 17
29 68
68 30
73 74
74 46
8 38
38 10
51 22
22 55
28 52
52 7
33 25
25 41
41 34
34 42
42 1
46 36
45 29
66 44
44 26
43 28
3 65
65 66
55 9
17 56
17 45
35 47
36 18
63 27
27 11
27 43
49 64
49 69
64 33
69 50
16 62
62 20
61 70
70 24
50 54
21 31
31 57
31 32
57 51
32 40
15 14
60 73
37 60
37 61
0 35
0 71
71 72
24 58
58 20
1 15
40 16
53 54
54 8
26 13
30 49
72 6
4 67
19 53
6 63
6 23
20 3
18 21
