Minimum level:2
Runtime (sec):11.6831439000
Support network with minimum level
9 12
67 68
67 15
68 49
15 61
15 57
28 16
16 6
45 56
56 51
55 54
54 67
53 54
46 36
36 32
23 19
19 71
63 24
24 52
50 64
64 47
40 38
38 20
37 41
41 42
41 35
52 46
51 46
26 18
18 39
29 30
30 37
0 33
33 69
2 3
2 31
3 48
31 34
4 5
42 28
35 53
35 55
66 26
70 26
61 45
61 65
57 58
57 2
62 70
69 29
32 17
34 20
21 27
27 43
43 44
44 8
48 22
22 7
17 13
65 66
65 62
25 60
60 14
59 63
39 1
1 9
1 10
47 40
58 23
71 21
49 72
49 11
72 50
8 59
8 25
20 4
