Minimum level:6
Runtime (sec):0.3849342000
Support network with minimum level
25 31
25 26
31 59
26 88
23 65
65 51
29 47
29 22
47 49
22 84
8 70
70 54
69 89
89 90
2 61
2 79
61 68
79 44
94 52
52 71
51 52
90 24
91 92
92 15
68 40
53 62
62 40
54 11
82 74
74 50
49 86
86 56
85 46
46 29
21 25
41 67
41 53
67 75
24 42
28 24
19 1
1 20
20 36
56 48
48 38
7 13
7 14
63 3
3 27
3 17
72 64
64 30
55 83
83 21
15 23
5 33
5 66
33 87
33 34
66 58
36 18
37 94
93 82
73 72
80 85
39 77
39 19
77 41
42 9
88 30
87 60
60 69
59 57
57 81
57 5
30 8
38 6
71 73
76 78
78 28
35 37
18 55
34 32
45 43
45 80
43 4
44 63
27 32
17 35
17 10
84 12
40 45
32 16
16 76
81 93
75 91
0 39
0 2
50 42
58 7
