Minimum level:5
Runtime (sec):28.5205799000
Support network with minimum level
0 65
0 1
65 2
21 3
3 16
9 22
9 33
22 14
33 13
24 9
34 28
28 10
16 24
27 67
67 31
31 60
62 68
68 24
57 35
35 72
39 58
58 40
19 18
18 46
70 38
38 59
2 29
29 52
29 4
41 42
42 20
61 62
61 69
69 44
60 34
51 17
17 63
17 37
52 30
4 15
4 45
44 32
32 23
59 56
56 20
55 46
46 53
6 61
53 54
53 25
54 36
25 66
25 6
43 19
47 70
23 48
23 11
48 41
71 7
72 30
36 50
30 21
64 50
50 12
15 39
15 27
66 49
40 5
63 64
49 26
26 8
5 71
37 47
37 43
45 51
45 55
20 57
