Minimum level:4
Runtime (sec):0.12181730009615421
Support network with minimum level
61 14
61 76
76 62
75 71
71 12
38 28
28 24
23 9
0 79
0 41
79 80
41 2
12 27
12 61
27 25
24 43
70 24
6 10
6 67
67 42
34 38
37 38
66 30
30 48
20 63
63 5
63 64
48 56
56 33
55 51
51 57
80 50
50 48
49 45
45 32
62 46
46 34
32 46
57 81
57 52
18 16
16 8
2 7
2 55
7 72
7 31
42 78
78 39
77 47
47 4
25 13
25 29
29 35
64 70
17 66
65 1
1 21
1 3
22 17
33 68
68 18
36 54
54 37
82 54
19 6
19 20
4 19
58 44
44 60
43 11
59 26
26 65
60 18
81 73
52 40
39 23
31 15
31 49
15 75
69 53
53 82
53 36
73 58
35 59
35 69
72 74
40 22
21 77
74 40
