Minimum level:2
Runtime (sec):0.6201838001
Support network with minimum level
33 53
53 44
37 34
34 67
87 48
48 38
4 88
88 6
83 84
83 77
84 64
77 78
77 56
38 33
17 12
85 55
55 83
55 69
69 86
86 63
57 70
70 58
60 16
16 13
25 2
25 45
2 71
45 36
0 1
0 81
1 4
1 3
81 25
50 62
62 57
61 62
29 30
30 19
42 28
28 52
39 79
39 42
79 80
41 39
31 11
78 72
72 32
71 59
59 31
59 60
56 40
80 82
32 20
19 7
7 14
73 23
23 35
67 74
74 68
36 26
26 51
47 73
47 85
58 76
76 9
75 36
24 46
46 61
82 66
3 27
3 21
27 29
21 65
21 41
15 5
5 8
22 24
35 49
49 75
51 52
52 43
54 18
18 15
68 40
40 22
20 50
43 10
44 54
65 47
66 17
63 87
64 37
