Minimum level:6
Runtime (sec):0.0320090000
Support network with minimum level
57 29
29 45
29 79
19 58
58 84
23 20
20 12
70 24
24 42
84 56
83 28
28 68
69 82
82 70
81 10
16 3
3 38
46 1
1 5
1 25
68 74
67 68
56 34
34 16
42 7
62 42
55 40
40 64
39 32
32 30
31 2
2 4
2 17
18 46
45 46
30 15
80 66
66 26
76 66
77 63
77 78
63 72
78 23
38 54
37 57
12 14
12 69
17 37
17 21
6 53
6 39
53 22
43 41
41 44
44 81
61 62
22 43
54 49
33 75
33 35
75 83
35 67
35 73
64 59
72 80
71 50
50 61
51 52
52 48
65 76
21 27
49 51
49 11
59 16
79 60
60 19
25 6
25 77
0 31
0 18
27 33
27 71
5 8
73 36
36 47
74 13
26 70
47 65
48 9
15 55
