Minimum level:1
Runtime (sec):40.6321736000
Support network with minimum level
51 43
51 76
43 30
76 52
75 24
24 68
17 19
19 49
68 36
67 3
3 71
3 47
49 61
47 18
47 63
18 35
63 64
54 57
57 48
58 5
1 60
60 31
59 26
26 16
32 45
45 46
0 37
0 15
37 27
15 28
15 2
36 50
38 36
27 22
41 42
41 73
42 38
73 74
20 65
65 66
74 23
23 75
22 33
33 34
33 53
69 11
61 70
70 62
9 20
34 64
53 1
4 17
66 51
44 54
52 12
29 14
30 32
21 44
28 25
2 9
2 21
50 58
39 69
71 40
40 8
48 72
72 62
55 56
56 6
46 52
35 41
35 7
31 67
31 55
16 4
25 59
64 39
8 29
8 13
62 10
