Minimum level:2
Runtime (sec):0.1357153000
Support network with minimum level
72 60
60 6
68 60
0 61
0 17
61 29
17 23
27 63
63 64
63 1
15 28
28 59
39 22
22 10
37 40
40 38
41 42
42 5
70 18
18 62
31 33
33 43
64 37
1 15
1 19
23 49
23 65
69 70
71 72
50 58
58 20
66 67
67 41
67 68
4 7
4 56
56 47
55 16
16 34
21 25
25 26
25 35
29 2
29 54
2 53
54 32
53 3
3 36
62 8
8 13
8 14
35 39
35 45
45 46
32 30
43 44
44 52
19 9
9 57
9 12
46 48
48 51
47 48
36 31
30 50
65 27
51 66
52 20
38 34
49 50
26 24
24 4
59 55
57 21
57 71
34 11
20 69
