Minimum level:3
Runtime (sec):293.2951082000
Support network with minimum level
34 22
22 45
21 78
78 69
77 5
5 17
5 21
63 10
24 64
64 3
71 29
29 4
15 72
15 14
72 43
49 2
49 51
2 59
51 50
50 30
17 52
17 8
52 53
8 15
8 25
46 28
28 76
65 66
66 71
81 82
82 79
55 82
67 40
40 7
48 68
68 38
58 23
23 30
25 13
59 6
59 75
6 41
6 65
75 60
39 55
39 73
73 81
42 26
26 24
61 57
57 1
57 58
76 62
62 12
38 27
30 63
56 36
36 42
27 36
45 46
31 32
32 16
41 11
43 44
44 42
60 70
47 37
37 48
37 67
1 39
33 18
18 31
20 34
70 35
35 20
79 80
79 74
80 77
74 56
19 33
7 54
54 9
53 19
16 47
69 16
0 49
0 61
