Minimum level:2
Runtime (sec):34.3268109999
Support network with minimum level
38 20
20 44
59 60
60 36
75 76
76 77
15 16
16 11
32 16
44 68
68 73
67 70
70 14
69 70
18 48
48 28
3 5
3 79
5 8
5 7
79 55
28 58
65 28
24 66
66 67
55 74
55 45
47 80
47 49
80 35
49 69
58 62
62 50
61 58
27 65
53 54
53 24
54 30
37 38
23 37
41 27
73 42
42 22
74 56
45 21
22 18
21 6
6 51
6 78
51 23
78 33
77 64
64 36
63 41
36 39
43 75
57 71
71 61
26 52
52 63
17 13
17 57
50 10
31 72
72 32
30 9
39 12
35 40
35 43
40 34
19 2
19 59
2 29
2 4
34 1
33 26
25 19
46 32
29 3
29 31
1 53
8 15
8 46
0 47
0 25
56 17
