Minimum level:4
Runtime (sec):176.7248713000
Support network with minimum level
10 27
27 31
27 61
61 28
28 22
75 76
76 62
21 46
21 24
46 53
24 69
23 59
59 63
25 49
25 5
49 26
66 72
72 62
71 66
65 42
42 13
9 42
47 48
48 36
17 38
38 15
36 18
18 33
57 2
57 58
2 17
58 68
51 25
69 57
69 70
70 75
55 56
56 73
63 64
64 16
67 64
68 52
41 65
41 39
39 1
45 55
53 54
54 50
22 11
52 50
26 35
19 20
20 34
73 74
74 16
35 45
1 67
1 43
43 29
62 34
29 30
29 3
15 44
15 19
44 7
31 32
31 12
32 60
4 9
4 10
0 40
0 37
40 21
37 41
37 47
50 36
3 51
30 23
60 8
33 71
33 14
16 4
34 6
