Minimum level:2
Runtime (sec):31.2559842000
Support network with minimum level
75 41
41 53
67 76
76 45
63 68
63 59
68 64
59 58
69 73
69 12
73 74
12 13
28 5
22 18
18 44
51 60
60 52
58 23
57 36
36 33
37 38
38 28
47 48
48 6
15 61
61 62
71 29
29 1
74 72
53 70
70 20
26 54
54 14
1 15
1 75
31 32
31 10
32 30
10 69
10 55
30 63
17 24
24 39
23 35
35 46
21 49
49 66
49 4
39 22
65 40
40 64
66 50
7 42
7 31
42 51
46 56
56 43
72 56
33 65
45 7
25 26
25 57
44 16
43 37
0 2
0 71
2 27
2 3
55 25
52 9
16 52
50 16
62 34
27 47
34 21
6 67
6 19
64 11
20 17
19 8
