Minimum level:2
Runtime (sec):0.0340012000
Support network with minimum level
34 21
21 49
32 30
30 63
17 24
24 39
23 35
35 46
20 17
71 29
29 1
29 32
73 74
74 72
53 70
70 20
26 54
54 14
64 11
45 7
7 31
46 56
38 28
28 5
22 18
18 44
51 60
60 52
59 58
58 23
57 36
36 33
37 38
47 48
48 6
15 61
61 62
1 15
1 75
31 10
10 69
10 55
6 19
6 67
19 8
67 76
67 68
50 16
16 52
44 16
72 56
56 43
43 37
41 53
41 42
42 51
39 22
66 50
62 34
27 47
49 66
49 4
65 40
40 64
55 25
25 57
25 26
12 13
33 65
63 59
75 41
76 45
68 64
0 71
0 2
2 3
2 27
69 73
69 12
52 9
