Minimum level:2
Runtime (sec):84.6695427000
Support network with minimum level
23 37
23 39
37 61
39 40
39 24
46 54
54 6
75 54
70 76
76 13
2 67
67 77
77 78
78 66
40 28
24 26
8 11
31 21
21 60
73 74
74 64
52 50
50 34
16 70
69 48
48 14
55 59
59 56
61 35
4 38
4 29
38 80
29 53
80 46
45 46
34 32
58 68
68 32
72 16
42 16
26 12
62 5
5 8
5 7
33 49
33 18
49 47
18 25
43 44
44 2
0 63
63 17
53 75
53 65
65 62
47 55
47 73
51 52
51 23
41 9
9 69
9 27
79 42
22 15
15 10
15 58
28 20
27 51
71 57
57 31
35 72
17 36
17 19
36 43
19 1
20 33
1 41
1 22
60 4
56 71
25 30
30 26
66 3
64 45
32 79
