Minimum level:3
Runtime (sec):0.1858948000
Support network with minimum level
5 85
5 9
85 10
9 82
69 87
87 88
62 28
28 54
39 15
15 4
15 17
50 40
40 3
0 27
27 41
83 84
84 69
49 18
18 51
46 50
23 65
65 24
81 38
38 22
82 21
59 60
59 7
60 61
88 66
66 53
21 58
58 52
57 33
33 36
78 46
95 96
96 20
47 93
93 48
3 75
75 5
20 6
41 29
41 42
71 62
71 72
72 89
25 32
32 23
73 74
74 70
24 63
77 78
45 77
22 26
26 14
89 90
90 54
56 90
53 13
91 92
92 94
48 70
94 56
70 49
31 47
31 37
37 81
37 73
54 97
51 45
52 68
64 16
16 86
34 16
43 76
76 64
80 44
44 12
4 59
4 91
36 98
98 8
97 2
63 57
30 35
35 39
55 1
1 95
19 31
19 55
68 22
67 43
79 67
86 80
29 19
42 30
17 34
17 83
10 11
10 79
61 71
61 25
