Minimum level:5
Runtime (sec):16.8875033000
Support network with minimum level
77 93
77 78
93 69
78 8
2 7
7 31
7 9
6 59
6 61
59 60
61 17
86 80
80 62
79 58
58 52
89 90
90 28
21 94
94 29
69 38
28 22
56 28
29 49
16 73
73 74
73 81
63 23
23 24
41 64
41 40
64 42
40 36
35 32
32 56
31 84
84 79
83 37
37 55
37 45
44 96
96 60
95 96
65 66
66 18
18 15
71 85
85 86
47 72
47 2
72 67
57 14
74 89
81 21
34 19
19 91
19 25
49 13
70 30
30 20
17 82
17 33
82 39
33 53
33 65
54 76
76 11
75 3
3 6
3 95
62 35
60 12
45 16
42 46
46 44
22 54
36 51
5 100
100 98
99 44
20 47
24 83
26 24
38 62
53 87
52 10
0 97
0 1
97 50
1 75
1 4
98 22
50 70
55 77
55 88
88 68
87 71
15 34
27 26
43 63
67 48
48 99
68 56
39 57
39 92
92 41
91 5
25 27
25 43
51 42
