Minimum level:2
Runtime (sec):1.6314560000
Support network with minimum level
18 10
28 20
20 73
69 70
70 62
61 28
27 2
2 31
2 21
1 75
1 76
75 39
76 9
39 40
4 5
4 22
5 42
22 6
21 55
55 67
55 15
72 68
68 57
30 68
35 45
45 18
62 36
36 7
44 26
26 23
37 54
54 47
53 29
29 69
29 30
17 35
40 38
59 60
59 1
60 46
32 56
56 19
67 56
71 72
63 16
16 48
47 64
64 38
48 49
31 32
15 71
19 53
19 3
51 8
51 66
66 52
65 34
34 44
25 12
6 63
6 61
43 25
33 41
41 65
38 43
23 51
23 24
49 33
49 50
50 59
0 27
73 37
24 74
74 13
3 17
42 46
57 4
52 58
58 11
46 14
