Minimum level:3
Runtime (sec):0.0583866000
Support network with minimum level
58 4
35 6
6 8
17 36
17 74
36 31
74 18
73 66
66 79
47 14
25 61
61 59
48 26
26 24
55 75
75 69
83 84
83 21
84 56
21 39
21 25
54 58
57 78
78 50
77 52
52 41
49 53
53 54
22 32
32 15
63 32
70 64
64 60
3 5
3 19
19 35
33 43
33 47
43 44
42 30
30 11
29 45
45 37
16 42
50 42
1 23
1 29
23 62
0 1
44 2
59 34
34 20
82 80
80 70
62 56
76 48
27 81
27 51
81 82
51 77
51 40
69 17
79 76
86 28
28 72
37 71
37 3
71 46
46 85
72 24
24 49
9 12
85 86
56 38
38 65
60 16
15 16
20 13
39 67
67 68
18 22
40 55
65 73
31 63
31 7
68 27
41 57
8 33
8 83
7 10
7 9
