Minimum level:2
Runtime (sec):0.2716239000
Support network with minimum level
4 5
5 49
68 44
44 42
18 46
46 11
45 7
7 77
7 93
77 84
93 94
82 62
62 8
92 62
41 89
41 43
89 51
89 90
43 80
43 73
48 36
36 18
90 36
76 66
66 85
65 60
60 38
59 20
20 35
3 25
25 58
74 19
19 10
19 75
21 23
21 95
23 53
23 54
95 31
6 15
15 70
15 9
73 74
73 91
91 1
27 71
71 21
17 28
28 72
30 6
0 87
0 41
87 2
57 67
67 47
58 82
85 26
26 24
56 86
86 69
31 79
31 33
79 57
33 34
84 78
78 12
94 56
55 14
80 68
34 59
37 65
42 22
22 30
72 96
38 32
40 38
70 16
16 48
83 84
1 4
1 39
61 92
32 50
75 63
39 88
88 29
96 40
51 42
35 17
69 81
54 24
24 45
81 83
49 27
50 76
63 61
63 64
64 55
29 52
47 13
52 3
53 37
