Minimum level:3
Runtime (sec):34.0265908000
Support network with minimum level
58 60
60 35
59 76
76 1
75 34
34 24
33 44
44 22
43 5
5 67
5 53
54 78
78 57
77 56
56 50
38 56
19 75
45 46
45 15
46 64
15 42
15 17
0 65
0 59
65 19
41 47
47 38
42 69
17 73
17 29
22 14
23 70
70 24
69 20
20 61
52 20
62 26
26 3
25 26
73 74
73 55
74 18
55 77
48 68
68 51
67 30
30 54
29 63
63 18
53 9
1 4
4 45
4 8
27 28
27 49
28 62
49 12
49 71
39 10
72 40
40 48
51 11
11 13
11 23
24 52
32 33
37 41
35 36
35 6
36 39
31 66
31 37
66 32
61 7
50 58
71 72
8 27
18 21
64 2
21 43
57 31
2 16
16 25
