Minimum level:4
Runtime (sec):28.0989781000
Support network with minimum level
43 55
55 65
37 44
37 9
44 38
9 25
67 37
75 68
68 74
53 76
76 54
35 36
35 17
36 18
17 27
17 53
28 34
34 38
77 78
78 46
45 62
62 40
61 48
48 75
47 31
31 8
70 64
64 24
63 33
33 23
33 73
73 77
74 58
2 39
2 71
39 43
39 45
71 72
54 14
30 54
23 3
59 60
60 70
42 16
16 63
6 7
6 20
20 47
19 49
49 57
40 32
32 5
1 6
65 66
65 51
0 56
0 15
56 41
15 2
15 69
51 19
38 52
52 11
46 4
18 46
41 1
69 42
8 29
8 10
72 61
25 26
26 59
27 28
57 50
50 12
66 58
24 35
22 24
29 21
21 22
21 67
4 30
4 13
58 40
