Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=4_0.txt,0,0,0.00023408402921631932,0.00019320897990837693
n=8_r=4_1.txt,0,0,0.00019512500148266554,0.00022462505148723722
n=8_r=4_2.txt,0,0,0.00022491696290671825,0.00019833300029858947
n=8_r=4_3.txt,0,0,0.00019391701789572835,0.00022737501421943307
n=8_r=4_4.txt,0,0,0.00022779201390221715,0.00019845797214657068
n=8_r=4_5.txt,0,0,0.00018995796563103795,0.0001932079903781414
n=8_r=4_6.txt,0,0,0.0002282080240547657,0.0001926660188473761
n=8_r=4_7.txt,0,0,0.0001906250254251063,0.00019024999346584082
n=8_r=4_8.txt,0,0,0.0002317500184290111,0.00024329201551154256
n=8_r=4_9.txt,0,0,0.00019450002582743764,0.00019904103828594089
n=8_r=4_10.txt,0,0,0.0002324579982087016,0.00022458296734839678
n=8_r=4_11.txt,0,0,0.00019412499386817217,0.00019154202891513705
n=8_r=4_12.txt,0,0,0.00023454101756215096,0.00022149999858811498
n=8_r=4_13.txt,0,0,0.0001930830185301602,0.00019475002773106098
n=8_r=4_14.txt,0,0,0.0002311250427737832,0.00019333302043378353
n=8_r=4_15.txt,0,0,0.00019045802764594555,0.00019887497182935476
n=8_r=4_16.txt,1,1,0.0007720409776084125,0.000761166971642524
n=8_r=4_17.txt,0,0,0.0004229589831084013,0.00022012501722201705
n=8_r=4_18.txt,1,1,0.0007626250153407454,0.0009589999681338668
n=8_r=4_19.txt,0,0,0.0002423339756205678,0.0001931660226546228
n=8_r=4_20.txt,0,0,0.00019770796643570065,0.00022062502102926373
n=8_r=4_21.txt,0,0,0.0002317500184290111,0.00018970802193507552
n=8_r=4_22.txt,0,0,0.00019475002773106098,0.0002145830076187849
n=8_r=4_23.txt,0,0,0.00022420799359679222,0.0001925830147229135
n=8_r=4_24.txt,0,0,0.00019712501671165228,0.00019708299078047276
