Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=12_0.txt,1,1,0.026779209030792117,0.003191124997101724
n=8_r=12_1.txt,1,1,0.017033750016707927,0.013746540993452072
n=8_r=12_2.txt,1,1,0.07179129199357703,0.009285208012443036
n=8_r=12_3.txt,1,1,0.03577466600108892,0.009249792026821524
n=8_r=12_4.txt,0,0,0.00039504101732745767,0.0003755419747903943
n=8_r=12_5.txt,1,1,0.013620375015307218,0.013500666012987494
n=8_r=12_6.txt,1,1,0.024614708963781595,0.0018103749607689679
n=8_r=12_7.txt,1,1,0.0250646669883281,0.003552582988049835
n=8_r=12_8.txt,1,1,0.011036000039894134,0.010434166004415601
n=8_r=12_9.txt,1,1,0.04925016697961837,0.012175999989267439
n=8_r=12_10.txt,1,1,0.0779724579770118,0.00903945800382644
n=8_r=12_11.txt,1,1,0.02724845800548792,0.0268712499528192
n=8_r=12_12.txt,1,1,0.02410254202550277,0.00621958397096023
n=8_r=12_13.txt,0,0,0.0003668330027721822,0.00036987505154684186
n=8_r=12_14.txt,1,1,0.0398140829638578,0.03980370901990682
n=8_r=12_15.txt,1,1,0.015422291005961597,0.0032818749896250665
n=8_r=12_16.txt,0,0,0.00036587496288120747,0.00037216703640297055
n=8_r=12_17.txt,1,1,0.014343625050969422,0.004643874999601394
n=8_r=12_18.txt,3,3,0.02664712496334687,0.026596541982144117
n=8_r=12_19.txt,1,1,0.033549708023201674,0.02689550002105534
n=8_r=12_20.txt,1,1,0.027033291989937425,0.014099374995566905
n=8_r=12_21.txt,1,1,0.007699083944316953,0.0031689999741502106
n=8_r=12_22.txt,1,1,0.09033808298408985,0.072209624981042
n=8_r=12_23.txt,2,2,0.023897084000054747,0.0032066659769043326
n=8_r=12_24.txt,0,0,0.00039474997902289033,0.00039608299266546965
