Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=6_0.txt,0,0,0.00023025000700727105,0.00026712502585723996
n=8_r=6_1.txt,1,1,0.0021055000252090394,0.0019012499833479524
n=8_r=6_2.txt,0,0,0.00027483399026095867,0.00025841599563136697
n=8_r=6_3.txt,0,0,0.0002345839748159051,0.00023012503515928984
n=8_r=6_4.txt,0,0,0.0002666669897735119,0.0002549170167185366
n=8_r=6_5.txt,0,0,0.00022658403031527996,0.0002275829901918769
n=8_r=6_6.txt,0,0,0.00023804098600521684,0.00026012497255578637
n=8_r=6_7.txt,0,0,0.0002654999843798578,0.00022445799550041556
n=8_r=6_8.txt,0,0,0.0002346669789403677,0.0002591250231489539
n=8_r=6_9.txt,0,0,0.00043583300430327654,0.00025158299831673503
n=8_r=6_10.txt,0,0,0.0002280839835293591,0.0002815000480040908
n=8_r=6_11.txt,0,0,0.0002324579982087016,0.00023941602557897568
n=8_r=6_12.txt,0,0,0.00026208400959149003,0.0002643750049173832
n=8_r=6_13.txt,0,0,0.00022616697242483497,0.0002305000089108944
n=8_r=6_14.txt,0,0,0.00027474999660626054,0.0002626249915920198
n=8_r=6_15.txt,0,0,0.0002305000089108944,0.00022904202342033386
n=8_r=6_16.txt,0,0,0.00023729196982458234,0.0002697500167414546
n=8_r=6_17.txt,0,0,0.0002595419646240771,0.00023945898283272982
n=8_r=6_18.txt,0,0,0.00023091596085578203,0.0002742920187301934
n=8_r=6_19.txt,0,0,0.00027833401691168547,0.00023220799630507827
n=8_r=6_20.txt,0,0,0.00022783403983339667,0.00025666598230600357
n=8_r=6_21.txt,1,1,0.0023106670123524964,0.001149917021393776
n=8_r=6_22.txt,0,0,0.00023566698655486107,0.0004885829985141754
n=8_r=6_23.txt,0,0,0.00027245801175013185,0.00022554100723937154
n=8_r=6_24.txt,0,0,0.00024316698545590043,0.0002586659975349903
