Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=10_0.txt,0,0,0.00031041703186929226,0.00029979099053889513
n=8_r=10_1.txt,0,0,0.00033974996767938137,0.0002995000104419887
n=8_r=10_2.txt,1,1,0.02146041701780632,0.008155542018357664
n=8_r=10_3.txt,0,0,0.0003156659658998251,0.0003042090102098882
n=8_r=10_4.txt,0,0,0.0003052919637411833,0.00032712501706555486
n=8_r=10_5.txt,0,0,0.00034716696245595813,0.000301083957310766
n=8_r=10_6.txt,0,0,0.0003325419966131449,0.0002965420135296881
n=8_r=10_7.txt,1,1,0.01051970903063193,0.008458749973215163
n=8_r=10_8.txt,0,0,0.0003411660436540842,0.0003104159841313958
n=8_r=10_9.txt,0,0,0.0003195839817635715,0.00033474998781457543
n=8_r=10_10.txt,1,1,0.019113583024591208,0.0015155000146478415
n=8_r=10_11.txt,1,1,0.03211875003762543,0.016423958993982524
n=8_r=10_12.txt,0,0,0.00033045897725969553,0.00029579101828858256
n=8_r=10_13.txt,2,2,0.00850241701118648,0.00828562502283603
n=8_r=10_14.txt,1,1,0.01127066696062684,0.00566162500763312
n=8_r=10_15.txt,0,0,0.00034904200583696365,0.000326167035382241
n=8_r=10_16.txt,1,1,0.037928458012174815,0.005552708986215293
n=8_r=10_17.txt,1,1,0.008596375002525747,0.008414667041506618
n=8_r=10_18.txt,0,0,0.00030512502416968346,0.00029933301266282797
n=8_r=10_19.txt,0,0,0.000305499997921288,0.00032587500754743814
n=8_r=10_20.txt,0,0,0.00035933300387114286,0.0003002079902216792
n=8_r=10_21.txt,1,1,0.016461500024888664,0.0043051670072600245
n=8_r=10_22.txt,0,0,0.0003023330355063081,0.0003231250448152423
n=8_r=10_23.txt,1,1,0.005202291999012232,0.0021445410093292594
n=8_r=10_24.txt,0,0,0.00036816700594499707,0.0003296250361017883
