Input file,Exact minimum level,Heuristic minimum level,Exact runtime,Heuristic runtime
n=8_r=26_0.txt,3,4,4.928823375026695,0.186316084000282
n=8_r=26_1.txt,1,1,1.6702139170374721,0.015789208991918713
n=8_r=26_2.txt,2,2,6.5559291249956,0.04409300000406802
n=8_r=26_3.txt,1,1,1.217651457991451,0.0130286660278216
n=8_r=26_4.txt,2,2,9.649746500013862,1.3272328329621814
n=8_r=26_5.txt,1,1,3.1973626670078374,0.10196712502511218
n=8_r=26_6.txt,1,1,4.21830550004961,0.03030233399476856
n=8_r=26_7.txt,2,2,4.7325264170067385,0.09028595895506442
n=8_r=26_8.txt,4,4,1.0933307080413215,0.26113845797954127
n=8_r=26_9.txt,2,2,8.810335791960824,0.37753112497739494
n=8_r=26_10.txt,2,2,4.259648417006247,0.13687916699564084
n=8_r=26_11.txt,2,2,7.358116165967658,0.06605962500907481
n=8_r=26_12.txt,4,4,4.907467417011503,0.04928999999538064
n=8_r=26_13.txt,3,3,1.27194295800291,0.1158055419800803
n=8_r=26_14.txt,1,1,0.9111525409971364,0.02529866702388972
n=8_r=26_15.txt,2,2,2.6312014169525355,0.5235320419888012
n=8_r=26_16.txt,2,2,1.398902499990072,0.08873187500284985
n=8_r=26_17.txt,2,2,0.7634599169832654,0.05984433402772993
n=8_r=26_18.txt,1,1,14.712956417002715,0.1496709170169197
n=8_r=26_19.txt,2,2,2.12783524999395,0.03760524996323511
n=8_r=26_20.txt,0,0,0.0008743749931454659,0.0006682079983875155
n=8_r=26_21.txt,2,2,3.745134082972072,0.08645237499149516
n=8_r=26_22.txt,1,1,7.090070125006605,1.085654207970947
n=8_r=26_23.txt,1,1,2.64638599997852,0.2626731250202283
n=8_r=26_24.txt,1,1,16.398677707999013,0.8249909169971943
